name,price,url
Urban Fruit Gently Baked Mango 35g,85p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/urban-fruit-magnificent-mango-35g
Peperami Original 22.5g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/peperami-original-225g-7858180-p-44
Sainsbury's On the Go Watermelon 160g,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-watermelon-160g
Yorkie Raisin & Biscuit Milk Chocolate Bar 44g,95p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/yorkie-raisin---biscuit-milk-chocolate-bar-46g-7731232-p
Walkers Roast Chicken Crisps 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-roast-chicken-crisps-45g
Sainsbury's Millionaires Slice 50g,£1.00,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-millionaires-slice-50g
Yorkie Original Milk Chocolate Bar 46g,95p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/yorkie-original-milk-chocolate-bar-46g-7730980-p
Mega Monster Munch Roast Beef Snacks Crisps 40g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/monster-munch-roast-beef-40g-7067811-p-44
Sainsbury's Food To Go Mango 25g,80p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-food-to-go-mango-25g
Sainsbury's On the Go Nut Medley 20g,80p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-nut-medley-20g
Kellogg's Rice Krispies Squares Marshmallow 28g,95p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kelloggs-rice-krispies-squares-marshmallow-28g
Fridge Raiders Slow Roasted Chicken Bites Meal Deal 45g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/fridge-raiders-slow-roasted-chicken-bites-meal-deal-50g
Sainsbury's On the Go Melon Medley 160g,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-melon-medley-160g
Sainsbury's On the Go Salt & Vinegar Chickpeas 50g,£1.05,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-salt-vinegar-chickpeas-50g
Sainsbury's All Butter Flapjack 50g,£1.00,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-all-butter-flapjack-50g
Sainsbury's Sweet Potato Bhaji 64g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-sweet-potato-bhaji-64g
Sainsbury's Pineapple & Mango 160g,£1.35,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-pineapple-mango-160g
Urban Fruit Gently Baked Strawberries 35g,85p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/urban-fruit-smashing-strawberry-35g
Sainsbury's On the Go Scotch Egg 113g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-scotch-egg-113g
Nature Valley Crunchy Oats & Honey Cereal Bar 42g,75p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/nature-valley-oats-n-honey-42g
Sainsbury's Double Chocolate Brownie 50g,£1.00,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-double-chocolate-brownie-50g
Sainsbury's Cocktail Sausages & Tomato Ketchup 98g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-cocktail-sausages-heinz-ketchup-98g
Lindahls High Protein Strawberry Sundae Pro + Kvarg 150g,£1.40,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindahls-strawberry-sundae-pro-kvarg-150g
San Pellegrino Lemon 330ml,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/san-pellegrino-lemon-330ml
Sainsbury's On the Go Wasabi Peas 50g,£1.05,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-wasabi-peas-50g
Peperami Single Hot 22.5g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/peperami-single-hot-225g
Trek Power Biscoff Protein Bar 55g,£1.95,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/trek-power-biscoff-protein-bar-55g
Walkers Smoky Bacon Crisps 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/walkers-smoky-bacon-crisps-45g
Cadbury Twirl Orange Chocolate Bar 43g,£1.05,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-twirl-orange-chocolate-bar-43g
Love Corn Smoked BBQ Roasted Corn Snack 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/love-corn-smoked-bbq-roasted-corn-snack-45g
